                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     
S  | |V    | |     63337| |     33| |03/01/25| | 5141683-2| |CONJ MLH INF MA ROVI KIDS ROS/| |  244406| |276/002/002 | |           1| |UN/00001  | |        69,90| |        69,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5141730-8| |VESTIDO TULE INF TRICK NICK PT| |  244406| |276/006/002 | |           1| |UN/00001  | |       119,90| |       119,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5141793-6| |CONJ MLH INF MA TRICK NICK 0OF| |  244406| |276/002/002 | |           1| |UN/00001  | |        89,90| |        89,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5141898-3| |VEST SRJ FEM DL URBAN ARE/G   | | 7056672| |256/005/001 | |           1| |UN/00001  | |       129,90| |       129,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5142229-8| |REGATA MASC TZE BCO/P         | |  203947| |261/001/003 | |           1| |UN/00001  | |        39,90| |        39,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5142238-7| |REGATA MASC TZE PTO/M         | |  203947| |261/001/003 | |           1| |UN/00001  | |        39,90| |        39,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5143368-0| |MACAQ TEC JUV N LOVE TEEN PIN/| | 7028059| |277/007/001 | |           1| |UN/00001  | |       119,90| |       119,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5143524-1| |SHORT TEC JUV N LOVE TEEN LAR/| | 7028059| |277/005/001 | |           1| |UN/00001  | |        79,90| |        79,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5143552-7| |CROPED TEC JUV N LOVE TEEN LAR| | 7028059| |277/001/001 | |           1| |UN/00001  | |        74,90| |        74,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5144772-0| |CALCA MASC SRJ CASUAL Y STYLE | |  111007| |262/002/002 | |           1| |UN/00001  | |       139,90| |       139,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5145528-5| |VESTIDO LINHO FEM NSIX RSE/G  | |  193470| |257/005/001 | |           1| |UN/00001  | |       189,90| |       189,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5145548-0| |SHORTDOOL BB MLH KYLY VDE/02  | | 1038079| |282/002/004 | |           1| |UN/00001  | |        49,90| |        49,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5145703-2| |MAIO FEM LAPLAYA 27//M        | | 7041772| |259/001/001 | |           1| |UN/00001  | |        89,90| |        89,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5146137-4| |BERMUDA MASC JEANS ZAMANY JEA/| |  142476| |262/003/001 | |           1| |UN/00001  | |        99,90| |        99,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5146508-6| |CAMISA MLH JUV MO DESAYNER PTO| | 7038011| |281/001/003 | |           1| |UN/00001  | |        29,90| |        29,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5146521-3| |REG MLH INF MO DESAYNER MES/04| | 7038011| |280/001/005 | |           1| |UN/00001  | |        19,90| |        19,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5148798-5| |BLUSA FEM MLH KAYLA DOU/48    | |  259373| |327/001/001 | |           1| |UN/00001  | |        99,90| |        99,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5149324-1| |CAMISA JUV UV MO B BAGUNCA CZA| | 7021739| |283/006/005 | |           1| |UN/00001  | |        44,90| |        44,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5149672-0| |CALCA INF JEANS MO PARIZI JEA/| |  125512| |290/001/003 | |           1| |UN/00001  | |        69,90| |        69,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5149890-1| |BL MLH FEM PACIFIC BLUE SOR/P | |  161179| |255/001/003 | |           1| |UN/00001  | |        69,90| |        69,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5151487-7| |BLUSA JUV DEZALI R*G/10       | | 7061617| |277/001/002 | |           1| |UN/00001  | |        34,90| |        34,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5152322-1| |CUECA MASC BOX DUOMO CHU/G    | | 7016700| |266/001/003 | |           1| |UN/00001  | |        24,90| |        24,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5152875-4| |JAQUETA MOL MASC C/CAPUZ PBO/M| | 7061617| |261/001/002 | |           1| |UN/00001  | |        99,90| |        99,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5153030-9| |JAQUETA MOL MASC C/CAPUZ PTO/M| | 7061617| |261/001/002 | |           1| |UN/00001  | |        99,90| |        99,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5153110-0| |CALCA JUV JEANS MO PARIZI JEA/| |  125512| |290/001/003 | |           1| |UN/00001  | |        84,90| |        84,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5153256-5| |CONJ MLH INF MO ROVITEX PTO/06| |  244406| |280/002/002 | |           1| |UN/00001  | |        79,90| |        79,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5153802-4| |CAMISA MLH JUV ROVITEX B0T/16 | |  244406| |281/001/003 | |           1| |UN/00001  | |        59,90| |        59,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5153951-9| |CAMISA MLH JUV ROVITEX MAR/16 | |  244406| |281/001/003 | |           1| |UN/00001  | |        59,90| |        59,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5154429-6| |CALCA WIDE LEG JEANS BB PARIZI| |  125512| |288/001/002 | |           1| |UN/00001  | |        69,90| |        69,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5154652-3| |CHUTEIRA SOC MASC WINNER PTO/L| | 7021518| |269/004/002 | |           1| |UN/00001  | |        94,90| |        94,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5154927-1| |BL TEC FEM TODA NUA PTO/G     | |  193178| |255/001/001 | |           1| |UN/00001  | |        79,90| |        79,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5154940-9| |REGATA MLH BB MO BRANDILI VDE/| | 1083813| |286/001/004 | |           1| |UN/00001  | |        29,90| |        29,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5156070-4| |REGATA MLH INF BRANDILI VMN/08| | 1083813| |280/001/005 | |           1| |UN/00001  | |        59,90| |        59,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5156289-8| |CALCA MLH MASC JK PTO/G       | | 7068115| |261/002/001 | |           1| |UN/00001  | |       109,90| |       109,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5156472-6| |BERMUDA MOL MASC JK VDE/G     | | 7068115| |261/003/002 | |           1| |UN/00001  | |        89,90| |        89,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5156636-2| |CAMISA MLH JUV MINICRAFT LAR/1| | 1083813| |285/002/002 | |           1| |UN/00001  | |        49,90| |        49,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5156874-8| |SAIDA PRAIA JUV SKY BEACH BCO/| | 1088343| |283/002/004 | |           2| |UN/00001  | |        59,90| |       119,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5156878-0| |SAIDA PRAIA JUV SKY BEACH LAR/| | 1088343| |283/002/004 | |           1| |UN/00001  | |        59,90| |        59,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63337| |     33| |03/01/25| | 5156881-0| |SAIDA PRAIA JUV SKY BEACH PTO/| | 1088343| |283/002/004 | |           1| |UN/00001  | |        59,90| |        59,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5156883-7| |SAIDA PRAIA JUV SKY BEACH PTO/| | 1088343| |283/002/004 | |           1| |UN/00001  | |        59,90| |        59,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5157444-6| |SHORT TACT MASC BEAVER EST/P  | | 7045239| |261/003/003 | |           1| |UN/00001  | |        54,90| |        54,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5157465-9| |SHORT TACT MASC BEAVER EST/P  | | 7045239| |261/003/003 | |           1| |UN/00001  | |        54,90| |        54,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5159602-4| |MOCHILA NYLON DJG SORT 071-CHL| |  140902| |300/004/002 | |           1| |UN/00001  | |        89,90| |        89,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5159603-2| |MOCHILA NYLON DJG SORT 071-CHL| |  140902| |300/004/002 | |           1| |UN/00001  | |        89,90| |        89,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5159913-9| |COLAR FEM V BIJOU SORT        | | 7070640| |255/010/003 | |           1| |UN/00001  | |        31,90| |        31,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5160654-2| |BOLSA SINT SORT DJG +++       | |  140902| |300/008/001 | |           4| |UN/00001  | |        34,90| |       139,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5161650-5| |TIARA FEM J ANDRADE SORTIDO   | |  255114| |255/010/006 | |           1| |UN/00001  | |        24,90| |        24,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5164977-2| |CAMISA MLH INF AVENGERS VDE/10| | 1083813| |285/002/001 | |           1| |UN/00001  | |        44,90| |        44,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 5164981-0| |CAMISA MLH INF AVENGERS VRM/08| | 1083813| |285/002/001 | |           1| |UN/00001  | |        44,90| |        44,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   10126-5| |FITOMELITO SILVEST SPR 35ML   | | 1018400| |340/001/001 | |           1| |UN/00001  | |        17,90| |        17,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   10324-1| |ATADURA CREMER CREPOM 12CMX1,8| |  157864| |350/013/002 | |           1| |UN/00001  | |         7,90| |         7,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   10336-5| |SOLUCAO FISIOLOGICA SORIMAX 50| | 1001280| |350/013/001 | |           2| |UN/00001  | |         6,90| |        13,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   10340-3| |FITA MICROPOROSA CREMER BCA 2,| |  157864| |350/013/002 | |           1| |UN/00001  | |         8,90| |         8,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   10850-2| |NEOSORO SOL NASAL 30ML NEO Q. | | 1014650| |345/002/004 | |           1| |UN/00001  | |         5,50| |         5,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   12027-8| |TARGIFOR CEWIN INFANTIL GTS 20| |  245763| |340/001/002 | |           1| |UN/00001  | |        19,90| |        19,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   12080-4| |TARGIFOR C ADULTO C/16 CPR EFE| |  245763| |340/001/002 | |           3| |UN/00001  | |        37,90| |       113,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   12627-6| |CLARITROMICINA EMS 500MG C/10C| | 1030825| |342/001/002 | |           1| |UN/00001  | |        62,90| |        62,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   12915-1| |NIMESULIDA EMS 100MG C/12CPR (| | 1030825| |343/002/002 | |           2| |UN/00001  | |         6,90| |        13,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   13144-0| |DIPIRONA EMS 500MG C/10CPR (G)| | 1030825| |343/002/002 | |           2| |UN/00001  | |         5,50| |        11,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   13182-2| |DECONGEX PLUS C/12 CPR        | | 1064576| |345/001/005 | |           1| |UN/00001  | |        23,90| |        23,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   13269-1| |DORFLEX C/10 CPR              | |  245763| |345/001/002 | |           2| |UN/00001  | |         6,50| |        13,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   13768-5| |BEROTEC 100mcg AERO 10ml      | | 1001205| |345/001/004 | |           1| |UN/00001  | |        28,90| |        28,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   13816-9| |AEROLIN SPRAY C/200 DOSES     | | 1001884| |345/001/004 | |           2| |UN/00001  | |        17,90| |        35,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   13856-8| |VICK VAPORUB POMADA 12G P&G   | | 1019902| |345/001/004 | |           2| |LA/00001  | |        15,90| |        31,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   14899-7| |SAL FRUTA ENO LARANJA C/2 ENV | | 1079530| |348/001/001 | |           1| |UN/00001  | |         3,90| |         3,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   14919-5| |SAL FRUTA ENO TRAD 100G       | | 1079530| |348/001/001 | |           1| |UN/00001  | |        22,50| |        22,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   15128-9| |BUSCOPAN C/20 DRG             | |  151858| |348/001/003 | |           1| |UN/00001  | |        15,99| |        15,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   15318-4| |EPAREMA C/1 FLAC 10ML         | |  151858| |348/001/004 | |           1| |UN/00001  | |         3,90| |         3,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   15321-4| |EPOCLER C/1 FLAC 10ML         | |  151858| |348/001/004 | |           2| |UN/00001  | |         3,90| |         7,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   18148-0| |FERRONIL TEUTO C/50 DRG       | | 1001973| |340/001/004 | |           1| |UN/00001  | |        10,50| |        10,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   19360-7| |DIETILAMÔNIO EMS 11,6MG/G GEL | | 1030825| |343/002/002 | |           1| |UN/00001  | |        11,90| |        11,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   19408-5| |GLIBENCLAMIDA EMS 5MG C/30PR (| | 1030825| |343/002/003 | |           1| |UN/00001  | |         3,50| |         3,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   19414-0| |ACETILSALICILICO EMS 100MG C/3| | 1030825| |343/002/002 | |           1| |UN/00001  | |        11,50| |        11,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   19628-2| |GINKGO BILOBA CATARINENSE 80MG| | 1001426| |340/001/001 | |           1| |UN/00001  | |        16,90| |        16,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   19650-9| |RESFENOL C/20 CPS             | |  103756| |345/001/005 | |           1| |UN/00001  | |        13,90| |        13,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   23429-0| |XANTINON C/10 CPR             | | 1002147| |348/001/004 | |           5| |UN/00001  | |         5,90| |        29,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   26678-7| |SAL FRUTA ENO GUARANA C/2 ENV | | 1079530| |348/001/001 | |           1| |EN/00001  | |         3,90| |         3,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   26766-0| |VALDA PASTILHA FRIENDS S/ACUC | |  138312| |340/001/006 | |           1| |UN/00001  | |         4,90| |         4,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   27221-3| |CIFLOGEX MENTA/LIMAO C/12 PAST| |  104949| |340/001/006 | |           1| |UN/00001  | |        13,90| |        13,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   29825-5| |LORATAMED 10MG C/12CPR        | |  104949| |345/001/005 | |           1| |UN/00001  | |         5,90| |         5,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |   81851-8| |MONOCORDIL RET 50MG C/30      | | 1002015| |346/001/004 | |           1| |UN/00001  | |        78,90| |        78,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  160336-1| |ANTISSEPTICO SPRAY 50ML       | |  103756| |350/002/008 | |           1| |FR/00001  | |        15,90| |        15,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  214189-2| |AGUA BORICADA 100ML UNIPHAR   | | 1020242| |350/013/001 | |           1| |UN/00001  | |         2,90| |         2,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  214564-2| |COMPRESSA GAZE CREMER MAX 11F | |  157864| |350/013/001 | |           2| |UN/00001  | |         4,50| |         9,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  217426-0| |VICHY DESOD AER ANTI TRANSP 48| |  181765| |350/004/006 | |           1| |UN/00001  | |       159,90| |       159,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63338| |     33| |03/01/25| |  221584-5| |HOLMES H 40MG+25MG C/30 CPR   | | 1005936| |346/001/001 | |           1| |UN/00001  | |        65,90| |        65,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  222263-9| |RESFENOL C/5 CPS              | |  103756| |345/001/005 | |           1| |EN/00001  | |         4,90| |         4,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  227265-2| |ARADOIS 50MG C/60 CPR         | | 1018540| |346/001/001 | |           1| |UN/00001  | |        18,50| |        18,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  227535-0| |COMPRESSA NAO ADERENTE ESTERIL| |  216038| |350/013/001 | |           3| |UN/00001  | |         2,50| |         7,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  227594-5| |FITA MICROPOROSA MISNER 25MMX4| | 1020242| |350/013/002 | |           1| |UN/00001  | |         6,90| |         6,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  230283-7| |CETOPROFENO MDLY 20MG/ML GTS 2| | 1001582| |343/002/002 | |           2| |UN/00001  | |         9,90| |        19,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  231276-0| |ECOFILM LATINOFARMA COL 5ML   | | 1058916| |345/002/002 | |           1| |UN/00001  | |        17,90| |        17,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  234746-6| |OPTIVE 05+0,9% 15ML (PBM)     | | 1001213| |345/002/002 | |           1| |UN/00001  | |        80,26| |        80,26| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  255165-9| |HIPOGLOS AMENDOA POMADA 40G   | |  108057| |347/001/002 | |           1| |UN/00001  | |        28,50| |        28,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  272558-4| |IPRATROPIO EMS 0,25MG/ML GTS 2| | 1030825| |343/002/006 | |           3| |UN/00001  | |         6,00| |        18,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  275798-2| |ATENOLOL EMS 25MG C/30CPR (G) | | 1030825| |343/002/003 | |           3| |UN/00001  | |         4,90| |        14,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  276855-0| |FEXOFENADINA RBXY 180MG C/10CP| |  110558| |343/002/006 | |           1| |UN/00001  | |        18,90| |        18,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  277175-6| |ASEPXIA SAB BARRA ESFOLIANTE 8| |  107964| |350/011/007 | |           1| |UN/00001  | |        12,90| |        12,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  279068-8| |ATORVASTATINA EMS 20MG C/30CPR| | 1030825| |343/002/003 | |           1| |UN/00001  | |        17,90| |        17,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  279419-5| |ROSUCOR 10MG C/30 CPR         | | 1092650| |346/001/001 | |           1| |UN/00001  | |        32,90| |        32,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63338| |     33| |03/01/25| |  291702-5| |SAL FRUTA ENO ABACAXI C/2 ENV | | 1079530| |348/001/001 | |           1| |EN/00001  | |         3,90| |         3,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
